ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0001752724-24-268938	0000874964	LAZARD FUNDS INC	811-06312	FHQ86OSTXPK3IHDU6X52	30 ROCKEFELLER PLAZA		NEW YORK	US-NY	US	10112	212-632-6000
0001752724-24-268954	0000874964	LAZARD FUNDS INC	811-06312	FHQ86OSTXPK3IHDU6X52	30 ROCKEFELLER PLAZA		NEW YORK	US-NY	US	10112	212-632-6000
0001752724-24-269078	0001385763	Nuveen Core Equity Alpha Fund	811-22003	RXOICX8BWX0J6XOHJ530	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-271477	0001089951	AMG Funds	811-09521	54930020IDQ6ZIPGNH13	680 Washington Blvd.	Suite 500	Stamford	US-CT	US	06901	800-548-4539
0001752724-24-271573	0001547580	Victory Portfolios II	811-22696	5493002SUQLUY3T5P040	4900 Tiedeman Road 4th Floor		Brooklyn	US-OH	US	44144	800-539-3863
0001752724-24-271541	0001068663	Victory Variable Insurance Funds	811-08979	549300PUY11D0HHITF56	4900 Tiedeman Road 4th Floor		Brooklyn	US-OH	US	44144	800-539-3863
0001752724-24-271576	0001068663	Victory Variable Insurance Funds	811-08979	549300PUY11D0HHITF56	4900 Tiedeman Road 4th Floor		Brooklyn	US-OH	US	44144	800-539-3863
0001752724-24-271487	0001089951	AMG Funds	811-09521	54930020IDQ6ZIPGNH13	680 Washington Blvd.	Suite 500	Stamford	US-CT	US	06901	800-548-4539
0001752724-24-271592	0001068663	Victory Variable Insurance Funds	811-08979	549300PUY11D0HHITF56	4900 Tiedeman Road 4th Floor		Brooklyn	US-OH	US	44144	800-539-3863
0001752724-24-271551	0000802716	Victory Portfolios	811-04852	549300V07N3HJP1EW330	4900 Tiedeman Road 4th Floor		Brooklyn	US-OH	US	44144	800-539-3863
0001752724-24-271560	0001547580	Victory Portfolios II	811-22696	5493002SUQLUY3T5P040	4900 Tiedeman Road 4th Floor		Brooklyn	US-OH	US	44144	800-539-3863
0001752724-24-271556	0001547580	Victory Portfolios II	811-22696	5493002SUQLUY3T5P040	4900 Tiedeman Road 4th Floor		Brooklyn	US-OH	US	44144	800-539-3863
0001145549-24-083388	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001145549-24-083422	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001162044-24-001107	0001071873	MP63 FUND INC	811-09053	54930089Z6LZIB7LBP95	8000 Town Centre Drive	Suite 400	Broadview Heights	US-OH	US	44147	914-925-0022
0001752724-24-234726	0000889512	Legg Mason Partners Institutional Trust	811-06740	54930003LJE4ZPPMRV82	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-656-3863
0001752724-24-234724	0000889512	Legg Mason Partners Institutional Trust	811-06740	54930003LJE4ZPPMRV82	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-656-3863
0001752724-24-234723	0000889512	Legg Mason Partners Institutional Trust	811-06740	54930003LJE4ZPPMRV82	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-656-3863
0001752724-24-239336	0000930667	iShares, Inc.	811-09102	549300MGJZCNMJLBAJ67	400 HOWARD STREET		SAN FRANCISCO	US-CA	US	94105	800-474-2737
0001752724-24-242839	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242821	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242836	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242822	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242831	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242542	0001727074	PGIM ETF Trust	811-23324	549300OXS91LYTDQF355	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0001752724-24-242832	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242552	0001727074	PGIM ETF Trust	811-23324	549300OXS91LYTDQF355	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0001752724-24-242868	0000081205	Fidelity Puritan Trust	811-00649	WDA1I420M36T9HTVU696	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242842	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242851	0000722574	Fidelity Advisor Series I	811-03785	C7J4FOV6ELAVE39B7M82	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242563	0001104631	Prudential Investment Portfolios 3	811-09805	549300IKC66S6EOWJB51	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0001752724-24-242852	0000722574	Fidelity Advisor Series I	811-03785	C7J4FOV6ELAVE39B7M82	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242874	0000708191	Fidelity Financial Trust	811-03587	RVAO6RYC7V8JBRPEEN43	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242889	0001303459	Fidelity Central Investment Portfolios LLC	811-21667	S2V1M15I679NQK6BNY65	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242845	0000722574	Fidelity Advisor Series I	811-03785	C7J4FOV6ELAVE39B7M82	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242824	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242854	0000722574	Fidelity Advisor Series I	811-03785	C7J4FOV6ELAVE39B7M82	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242872	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242838	0001414040	ALPS ETF TRUST	811-22175	549300VF1907NYC4WM31	1290 BROADWAY SUITE 1000		DENVER	US-CO	US	80203	3036232577
0001752724-24-242855	0000722574	Fidelity Advisor Series I	811-03785	C7J4FOV6ELAVE39B7M82	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242882	0000795422	Fidelity Advisor Series II	811-04707	EIVUM2R16VT371T5KS40	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242879	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-274822	0001199046	Unified Series Trust	811-21237	549300NFHRL589EP7U13	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-274959	0000797136	Fenimore Asset Management Trust	811-04750	5493004VCQ6EILLEK631	384 North Grand Street		Cobleskill	US-NY	US	12043	800-932-3271
0001752724-24-274852	0001589390	North Square Evanston Multi-Alpha Fund	811-22904	5493003LZ0D84WKLJ903	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001145549-24-076517	0001520738	Brookfield Investment Funds	811-22558	549300JUAHG2XVXKPB91	Brookfield Place	250 Vesey Street, 15th Floor	New York	US-NY	US	10281	855-777-8001
0001752724-24-283902	0001579881	Calamos ETF Trust	811-22887	549300B2KP9WEFDULJ54	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0001752724-24-284033	0000826732	CALAMOS INVESTMENT TRUST/IL	811-05443	3MM2UW658H6KOU4WEW86	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0001752724-24-284035	0001579881	Calamos ETF Trust	811-22887	549300B2KP9WEFDULJ54	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0001752724-24-284039	0000826732	CALAMOS INVESTMENT TRUST/IL	811-05443	3MM2UW658H6KOU4WEW86	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0001752724-24-243471	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001145549-24-066925	0001553197	American Funds Inflation Linked Bond Fund	811-22746	549300C4MMT7NIUIFI59	6455 Irvine Center Drive		Irvine	US-CA	US	92618-4518	9499755000
0001752724-24-243367	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0001752724-24-243374	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0001145549-24-066928	0000894005	Capital World Growth & Income Fund	811-07338	YW4DFCLW3G60U7B5H052	333 South Hope Street	55th Floor	Los Angeles	US-CA	US	90071-1406	9499755000
0001752724-24-243485	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001752724-24-243424	0000911507	LORD ABBETT INVESTMENT TRUST	811-07988	54930085JIVNI3FPKR71	30 HUDSON STREET		JERSEY CITY	US-NJ	US	07302-3973	201-827-2000
0001752724-24-243628	0001039667	Spirit of America Investment Fund, Inc.	811-08231	549300PJ84G8FJU36634	477 Jericho Turnpike		Syosset	US-NY	US	11791	516-390-5555
0001752724-24-243499	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001752724-24-243477	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001752724-24-243497	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001752724-24-243541	0001644419	Northern Lights Fund Trust IV	811-23066	549300UIBIHXQ3PDEC28	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001752724-24-243366	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0001145549-24-066946	0001650149	Series Portfolios Trust	811-23084	5493008VNHP5UNYJ3713	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-765-6047
0001752724-24-243420	0000911507	LORD ABBETT INVESTMENT TRUST	811-07988	54930085JIVNI3FPKR71	30 HUDSON STREET		JERSEY CITY	US-NJ	US	07302-3973	201-827-2000
0001752724-24-243476	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001752724-24-243873	0000924628	SARATOGA ADVANTAGE TRUST	811-08542	549300ELDSPPW4ZGNR88	12725 W. Indian School Road	Suite E-101	AVONDALE	US-AZ	US	85392	623-266-4567
0001145549-24-066951	0001650149	Series Portfolios Trust	811-23084	5493008VNHP5UNYJ3713	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-765-6047
0001752724-24-243492	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001752724-24-243422	0000911507	LORD ABBETT INVESTMENT TRUST	811-07988	54930085JIVNI3FPKR71	30 HUDSON STREET		JERSEY CITY	US-NJ	US	07302-3973	201-827-2000
0001752724-24-243498	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001752724-24-243405	0001882879	Goldman Sachs ETF Trust II	811-23757	549300WD8NBZ7PUDXL91	200 West Street		New York	US-NY	US	10282	312-655-4400
0001752724-24-275964	0000896435	AIM Variable Insurance Funds (Invesco Variable Insurance Funds)	811-07452	FC4UULIMJMGKBDUARB13	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-275886	0000878719	ADVISORS' INNER CIRCLE FUND	811-06400	549300LRWL70Z8CGWD77	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001752724-24-299706	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-083057	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083042	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-082818	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0001145549-24-083044	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001752724-24-299675	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-083067	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083052	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001752724-24-299676	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001752724-24-299703	0001593547	ADVISORS' INNER CIRCLE III	811-22920	549300TG800HOPJVWT31	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001752724-24-299698	0001651872	GALLERY TRUST	811-23091	549300BZ2HOJWI7MWR51	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8003425734
0001145549-24-083058	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001752724-24-299547	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001145549-24-083064	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001752724-24-299708	0000890540	ADVISORS' INNER CIRCLE FUND II	811-07102	549300OEHDTB2ALCAX69	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-083059	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083129	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001145549-24-083118	0001424958	Direxion Shares ETF Trust	811-22201	549300M501IVJM50FG12	1301 Avenue of the Americas (6th Avenue)	28th Floor	New York	US-NY	US	10019	646-572-3390
0001752724-24-299816	0001050918	Oak Associates Funds	811-08549	54930064H3XUADDZTB14	3875 Embassy Parkway	Suite 250	Akron	US-OH	US	44333	888-462-5386
0001752724-24-299799	0001762332	Frost Family of Funds	811-23410	00000000000000000000	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-083362	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	844-986-7700
0001145549-24-082158	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082094	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082116	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082153	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082159	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082145	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082112	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082104	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082150	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082169	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001145549-24-082122	0001415726	Innovator ETFs Trust	811-22135	549300MFJRNH6TF8OL20	109 North Hale Street		Wheaton	US-IL	US	60187	800-208-5212
0001752724-24-242910	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242941	0000225322	Fidelity Summer Street Trust	811-02737	P1TJ3M056NR1SYX5LY49	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242948	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001592900-24-002162	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	19 E Eagle Road		Havertown	US-PA	US	PA	2158829983
0001752724-24-244818	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244796	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244694	0001112996	AIM Counselor Series Trust (Invesco Counselor Series Trust)	811-09913	LZYC3CZ7P12IRF1LLV60	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-244685	0000877463	Invesco Municipal Trust	811-06362	GKS5Y4B1VKHV66WSPK53	1331 Spring Street NW, Suite 2500	N.E.	Atlanta	US-GA	US	30309	800-959-4246
0001145549-24-067521	0000831114	RBB Fund, Inc.	811-05518	5493005KKD0GVHSW0D29	615 East Michigan Street		Milwaukee	US-WI	US	53202	262-378-6278
0001752724-24-244806	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001145549-24-067412	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0001592900-24-002159	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	19 E Eagle Road		Havertown	US-PA	US	PA	2158829983
0001752724-24-244693	0000826644	AIM Investment Funds (Invesco Investment Funds)	811-05426	Y5W0BJB7U2X9V6NIC803	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-244792	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001592900-24-002164	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	19 E Eagle Road		Havertown	US-PA	US	PA	2158829983
0001145549-24-067451	0000831114	RBB Fund, Inc.	811-05518	5493005KKD0GVHSW0D29	615 East Michigan Street		Milwaukee	US-WI	US	53202	262-378-6278
0001752724-24-244803	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244700	0001864208	Guggenheim Active Allocation Fund	811-23702	549300WVFF2XZ68PVT94	227 West Monroe Street		Chicago	US-IL	US	60606	312-827-0100
0001592900-24-002163	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	19 E Eagle Road		Havertown	US-PA	US	PA	2158829983
0001752724-24-244688	0000853180	Invesco Senior Loan Fund	811-05845	5CYTQFS5JFZR6JZWG435	1331 Spring Street NW, Suite 2500	N.E.	Atlanta	US-GA	US	30309	800-959-4246
0001752724-24-244790	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-244812	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001752724-24-242846	0000722574	Fidelity Advisor Series I	811-03785	C7J4FOV6ELAVE39B7M82	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242875	0000225323	Fidelity Court Street Trust	811-02741	I8I62JPFVPOPLXG22706	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-256179	0000948258	M FUND INC	811-09082	5493007H7VIH3Y9VBE66	1125 NW COUCH STREET,	SUITE 900	PORTLAND	US-OR	US	97209	503-232-6960
0001752724-24-256508	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256506	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256579	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256548	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256553	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256562	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256584	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256585	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256605	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256558	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256586	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256583	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256607	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256615	0001176343	Legg Mason Partners Variable Equity Trust	811-21128	549300W9EP2BXVLOGN89	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-721-1926
0001752724-24-256609	0001137360	VanEck ETF Trust	811-10325	549300ZLFKNTXC51ZN76	666 THIRD AVENUE, 9TH FLOOR		NEW YORK	US-NY	US	10017	212-293-2000
0001752724-24-256626	0001176343	Legg Mason Partners Variable Equity Trust	811-21128	549300W9EP2BXVLOGN89	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-721-1926
0001752724-24-256614	0001176343	Legg Mason Partners Variable Equity Trust	811-21128	549300W9EP2BXVLOGN89	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-721-1926
0001752724-24-256622	0001176343	Legg Mason Partners Variable Equity Trust	811-21128	549300W9EP2BXVLOGN89	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-721-1926
0001752724-24-264125	0000822632	WILLIAM BLAIR FUNDS	811-05344	SNQR0U5FDV8EZZX4W051	150 NORTH RIVERSIDE PLAZA		CHICAGO	US-IL	US	60606	312-364-8000
0001752724-24-243493	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001145549-24-067050	0000811860	SATURNA INVESTMENT TRUST	811-05071	549300DUR2XVDJBC5412	1300 NORTH STATE STREET		BELLINGHAM	US-WA	US	982254730	3607349900
0001752724-24-243634	0001199046	Unified Series Trust	811-21237	549300NFHRL589EP7U13	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-243495	0000719423	VALIC Co I	811-03738	549300N3XZ1M1QABFI47	2919 ALLEN PARKWAY	C/O VARIABLE ANNUITY LIFE INSURANCE CO	HOUSTON	US-TX	US	77019	800-448-2542
0001752724-24-243545	0001644419	Northern Lights Fund Trust IV	811-23066	549300UIBIHXQ3PDEC28	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
